"YEAR","MONTH_NUM","ANSP_NAME","APT_NAME","APT_ICAO","APT_ICAO_2ND","TYP_APT_SERVICE","FLT_ARR_1","FLT_DEP_1","FLT_TOT_1"
2014,3,"DCAC Cyprus","LARNACA","LCLK","LCLK","TWR",1225,1212,2437
2014,3,"DCAC Cyprus","PAFOS INTL","LCPH","LCPH","TWR",334,336,670
2014,3,"Croatia Control","DUBROVNIK","LDDU","LDDU","TWR",165,163,328
2014,3,"Croatia Control","MALI LOSINJ","LDLO","LDLO","TWR",20,19,39
2014,3,"Croatia Control","OSIJEK","LDOS","LDOS","TWR",21,20,41
2014,3,"Croatia Control","PULA","LDPL","LDPL","TWR",61,62,123
2014,3,"Croatia Control","RIJEKA / Krk Island","LDRI","LDRI","TWR",17,16,33
2014,3,"Croatia Control","SPLIT","LDSP","LDSP","TWR",219,221,440
2014,3,"Croatia Control","ZAGREB","LDZA","LDZA","TWR",1387,1382,2769
2014,3,"Croatia Control","ZADAR","LDZD","LDZD","TWR",96,95,191
2014,3,"ENAIRE","ALICANTE","LEAL","LEAL","TWR",2261,2257,4518
2014,3,"ENAIRE","ALMERIA","LEAM","LEAM","TWR",332,331,663
2014,3,"ENAIRE","ASTURIAS","LEAS","LEAS","TWR",437,438,875
2014,3,"ENAIRE","BILBAO","LEBB","LEBB","TWR",1539,1541,3080
2014,3,"HungaroControl","DEBRECEN","LHDC","LHDC","AFIS",40,39,79
2014,3,"HungaroControl","BALATON","LHSM","LHSM","TWR",11,9,20
2014,3,"ENAV","CROTONE","LIBC","LIBC","AFIS",2,2,4
2014,3,"ENAV","PALESE MACCHIE / Bari","LIBD","LIBD","TWR",1144,1136,2280
2014,3,"ENAV","GINO LISA / Foggia","LIBF","LIBF","AFIS",5,5,10
2014,3,"ENAV","GROTTAGLIE / Taranto","LIBG","LIBG","TWR",19,18,37
2014,3,"ENAV","PESCARA","LIBP","LIBP","TWR",192,191,383
2014,3,"ENAV","LAMEZIA TERME","LICA","LICA","TWR",634,633,1267
2014,3,"ENAV","CATANIA FONTANAROSSA / Catania","LICC","LICC","TWR",2041,2039,4080
2014,3,"ENAV","LAMPEDUSA","LICD","LICD","AFIS",101,100,201
2014,3,"ENAV","PANTELLERIA","LICG","LICG","TWR",127,127,254
2014,3,"ENAV","PALERMO","LICJ","LICJ","TWR",1420,1415,2835
2014,3,"ENAV","REGGIO CALABRIA","LICR","LICR","TWR",184,184,368
2014,3,"ENAV","ALGHERO","LIEA","LIEA","TWR",375,373,748
2014,3,"ENAV","ELMAS / Cagliari","LIEE","LIEE","TWR",948,950,1898
2014,3,"ENAV","OLBIA COSTA SMERALDA / Olbia","LIEO","LIEO","TWR",308,307,615
2014,3,"ENAIRE","BARCELONA","LEBL","LEBL","TWR",10482,10481,20963
2014,3,"ENAIRE","A CORUNA","LECO","LECO","TWR",454,452,906
2014,3,"ENAIRE","GIRONA","LEGE","LEGE","TWR",374,356,730
2014,3,"ENAIRE","GRANADA","LEGR","LEGR","TWR",306,305,611
2014,3,"ENAIRE","IBIZA","LEIB","LEIB","TWR",779,778,1557
2014,3,"ENAIRE","JEREZ","LEJR","LEJR","TWR",399,395,794
2014,3,"ENAIRE","SABADELL","LELL","LELL","TWR",43,89,132
2014,3,"NAVIAIR","AALBORG","EKYT","EKYT","TWR",859,855,1714
2014,3,"Avinor (Continental)","VIGRA / Alesund","ENAL","ENAL","TWR",618,617,1235
2014,3,"Avinor (Continental)","ANDOYA","ENAN","ENAN","TWR",174,167,341
2014,3,"Avinor (Continental)","ALTA","ENAT","ENAT","TWR",376,377,753
2014,3,"Avinor (Continental)","BRINGELAND / Forde","ENBL","ENBL","AFIS",177,177,354
2014,3,"Avinor (Continental)","BRONNOY","ENBN","ENBN","AFIS",387,388,775
2014,3,"Avinor (Continental)","BODO","ENBO","ENBO","TWR",1842,1836,3678
2014,3,"Avinor (Continental)","BERGEN FLESLAND","ENBR","ENBR","TWR",4143,4147,8290
2014,3,"Avinor (Continental)","BATSFJORD","ENBS","ENBS","AFIS",107,106,213
2014,3,"Avinor (Continental)","BERLEVAG","ENBV","ENBV","AFIS",76,79,155
2014,3,"Avinor (Continental)","KRISTIANSAND KJEVIK","ENCN","ENCN","TWR",743,741,1484
2014,3,"Avinor (Continental)","BARDUFOSS","ENDU","ENDU","TWR",141,144,285
2014,3,"Avinor (Continental)","EVENES / Harstad and Narvik","ENEV","ENEV","TWR",556,556,1112
2014,3,"Avinor (Continental)","FAGERNES LEIRIN","ENFG","ENFG","AFIS",52,52,104
2014,3,"Avinor (Continental)","FLORO","ENFL","ENFL","AFIS",498,496,994
2014,3,"Avinor (Continental)","OSLO GARDERMOEN","ENGM","ENGM","TWR",10594,10594,21188
2014,3,"Avinor (Continental)","HAUGESUND KARMOY","ENHD","ENHD","TWR",337,336,673
2014,3,"Avinor (Continental)","HAMMERFEST","ENHF","ENHF","AFIS",531,530,1061
2014,3,"Avinor (Continental)","HASVIK","ENHK","ENHK","AFIS",51,51,102
2014,3,"Avinor (Continental)","HONNINGSVAG/VALAN","ENHV","ENHV","AFIS",98,96,194
2014,3,"Avinor (Continental)","KRISTIANSUND KVERNBERGET","ENKB","ENKB","TWR",591,593,1184
2014,3,"Avinor (Continental)","KIRKENES HOYBUKTMOEN","ENKR","ENKR","TWR",359,361,720
2014,3,"Avinor (Continental)","LEKNES","ENLK","ENLK","AFIS",230,229,459
2014,3,"Avinor (Continental)","MEHAMN","ENMH","ENMH","AFIS",123,126,249
2014,3,"Avinor (Continental)","ARO / Molde","ENML","ENML","AFIS",335,335,670
2014,3,"Avinor (Continental)","KJAERSTAD","ENMS","ENMS","AFIS",244,239,483
2014,3,"Avinor (Continental)","BANAK","ENNA","ENNA","TWR",115,117,232
2014,3,"Avinor (Continental)","NARVIK/FRAMNES","ENNK","ENNK","AFIS",100,100,200
2014,3,"Avinor (Continental)","NAMSOS","ENNM","ENNM","AFIS",125,127,252
2014,3,"Avinor (Continental)","ORSTA/VOLDA","ENOV","ENOV","AFIS",215,213,428
2014,3,"Avinor (Continental)","MO I RANA/ROSSVOLL","ENRA","ENRA","AFIS",285,285,570
2014,3,"Avinor (Continental)","RORVIK/RYUM","ENRM","ENRM","AFIS",126,123,249
2014,3,"Avinor (Continental)","ROEROS","ENRO","ENRO","TWR",61,60,121
2014,3,"Avinor (Continental)","ROST","ENRS","ENRS","AFIS",55,55,110
2014,3,"Avinor (Continental)","SVALBARD LONGYEAR","ENSB","ENSB","AFIS",82,83,165
2014,3,"Avinor (Continental)","SANDANE/ANDA","ENSD","ENSD","AFIS",98,99,197
2014,3,"Avinor (Continental)","SOGNDAL HAUKASEN","ENSG","ENSG","AFIS",213,217,430
2014,3,"Avinor (Continental)","SVOLVAER/HELLE","ENSH","ENSH","AFIS",169,166,335
2014,3,"Avinor (Continental)","STOKMARKNES/SKAGEN","ENSK","ENSK","AFIS",250,252,502
2014,3,"Avinor (Continental)","SORKJOSEN","ENSR","ENSR","AFIS",96,94,190
2014,3,"Avinor (Continental)","SVARTNES / Vardo","ENSS","ENSS","AFIS",119,119,238
2014,3,"Avinor (Continental)","STOKKA / Sandnessjoen","ENST","ENST","AFIS",273,274,547
2014,3,"Avinor (Continental)","TROMSO","ENTC","ENTC","TWR",1735,1738,3473
2014,3,"Avinor (Continental)","TORP / Sandefjord","ENTO","ENTO","TWR",1130,1127,2257
2014,3,"Avinor (Continental)","TRONDHEIM VAERNES","ENVA","ENVA","TWR",2468,2480,4948
2014,3,"Avinor (Continental)","VADSO","ENVD","ENVD","AFIS",300,297,597
2014,3,"Avinor (Continental)","STAVANGER SOLA","ENZV","ENZV","TWR",3551,3555,7106
2014,3,"PANSA","Gdansk Lecha Walesy
Gdansk Lecha Walesy","EPGD","EPGD","TWR",1367,1367,2734
2014,3,"PANSA","Kielce/Maslow       ","EPKA","EPKA","AFIS",7,7,14
2014,3,"PANSA","Krakow - Balice","EPKK","EPKK","TWR",1647,1642,3289
2014,3,"PANSA","Katowice - Pyrzowice","EPKT","EPKT","TWR",822,829,1651
2014,3,"PANSA","Lodz - Lublinek","EPLL","EPLL","TWR",134,132,266
2014,3,"PANSA","Olsztyn/Dajtky      ","EPOD","EPOD","AFIS",1,2,3
2014,3,"PANSA","Ostrow Wielkopolski ","EPOM","EPOM","AFIS",4,4,8
2014,3,"ENAIRE","FUERTEVENTURA","GCFV","GCFV","TWR",1597,1599,3196
2014,3,"ENAIRE","HIERRO","GCHI","GCHI","AFIS",145,143,288
2014,3,"ENAIRE","LA PALMA","GCLA","GCLA","TWR",601,600,1201
2014,3,"ENAIRE","GRAN CANARIA / Las Palmas","GCLP","GCLP","TWR",4738,4764,9502
2014,3,"ENAIRE","LANZAROTE","GCRR","GCRR","TWR",2037,2037,4074
2014,3,"ENAIRE","TENERIFE SUR","GCTS","GCTS","TWR",2803,2804,5607
2014,3,"ENAIRE","TENERIFE NORTE","GCXO","GCXO","TWR",2021,2021,4042
2014,3,"ENAIRE","MELILLA","GEML","GEML","TWR",327,327,654
2014,3,"PANSA","Rzeszow - Jasionka","EPRZ","EPRZ","TWR",339,339,678
2014,3,"PANSA","Szczecin - Goleniów","EPSC","EPSC","TWR",152,152,304
2014,3,"Finavia","HELSINKI VANTAA","EFHK","EFHK","TWR",7253,7245,14498
2014,3,"Finavia","IVALO","EFIV","EFIV","TWR",117,119,236
2014,3,"Finavia","JOENSUU","EFJO","EFJO","TWR",145,145,290
2014,3,"Finavia","JYVASKYLA","EFJY","EFJY","TWR",183,189,372
2014,3,"Finavia","KAUHAVA","EFKA","EFKA","TWR",11,10,21
2014,3,"Finavia","KEMI TORNIO","EFKE","EFKE","TWR",77,78,155
2014,3,"Finavia","KAJAANI","EFKI","EFKI","AFIS",89,87,176
2014,3,"Finavia","KRUUNUPYY","EFKK","EFKK","TWR",159,159,318
2014,3,"Finavia","KUUSAMO","EFKS","EFKS","AFIS",68,74,142
2014,3,"Finavia","KITTILA","EFKT","EFKT","AFIS",215,217,432
2014,3,"Finavia","KUOPIO","EFKU","EFKU","TWR",241,244,485
2014,3,"Finavia","LAPPEENRANTA","EFLP","EFLP","TWR",23,23,46
2014,3,"Finavia","MARIEHAMN","EFMA","EFMA","TWR",184,184,368
2014,3,"Finavia","OULU","EFOU","EFOU","TWR",515,512,1027
2014,3,"Finavia","PORI","EFPO","EFPO","TWR",200,199,399
2014,3,"Finavia","ROVANIEMI","EFRO","EFRO","TWR",243,241,484
2014,3,"Finavia","SAVONLINNA","EFSA","EFSA","AFIS",45,45,90
2014,3,"Finavia","TAMPERE PIRKKALA","EFTP","EFTP","TWR",346,345,691
2014,3,"Finavia","TURKU","EFTU","EFTU","TWR",434,432,866
2014,3,"Finavia","UTTI","EFUT","EFUT","TWR",10,12,22
2014,3,"Finavia","VAASA","EFVA","EFVA","TWR",294,293,587
2014,3,"NATS (Continental)","ALDERGROVE / Belfast","EGAA","EGAA","TWR",1539,1543,3082
2014,3,"NATS (Continental)","BIRMINGHAM","EGBB","EGBB","TWR",3384,3383,6767
2014,3,"NATS (Continental)","MANCHESTER","EGCC","EGCC","TWR",6075,6078,12153
2014,3,"NATS (Continental)","CARDIFF","EGFF","EGFF","TWR",641,605,1246
2014,3,"NATS (Continental)","BRISTOL","EGGD","EGGD","TWR",2033,2014,4047
2014,3,"NATS (Continental)","LUTON","EGGW","EGGW","TWR",3758,3757,7515
2014,3,"NATS (Continental)","SOUTHAMPTON","EGHI","EGHI","TWR",1452,1455,2907
2014,3,"NATS (Continental)","GATWICK / London","EGKK","EGKK","TWR",9694,9686,19380
2014,3,"NATS (Continental)","CITY / London","EGLC","EGLC","TWR",3089,3082,6171
2014,3,"NATS (Continental)","FARNBOROUGH","EGLF","EGLF","TWR",865,862,1727
2014,3,"NATS (Continental)","HEATHROW / London","EGLL","EGLL","TWR",19852,19839,39691
2014,3,"Belgocontrol","MELSBROEK","EBBR","EBMB","TWR",110,111,221
2014,3,"LFV","KALLAX / Lulea","ESPA","ESPA","TWR",735,735,1470
2014,3,"LFV","ARLANDA / Stockholm","ESSA","ESSA","TWR",9996,10010,20006
2014,3,"LFV","BROMMA / Stockholm","ESSB","ESSB","TWR",2350,2344,4694
2014,3,"LFV","BORLANGE","ESSD","ESSD","TWR",158,159,317
2014,3,"LFV","KUNGSANGEN / Norrkoping","ESSP","ESSP","TWR",170,175,345
2014,3,"LFV","VISBY","ESSV","ESSV","TWR",436,433,869
2014,3,"LGS","RIGA","EVRA","EVRA","TWR",2489,2487,4976
2014,3,"Oro Navigacija","KAUNAS","EYKA","EYKA","TWR",206,204,410
2014,3,"Oro Navigacija","PALANGA INTL","EYPA","EYPA","TWR",95,96,191
2014,3,"Oro Navigacija","SIAULIAI","EYSA","EYSA","TWR",101,99,200
2014,3,"Oro Navigacija","VILNIUS","EYVI","EYVI","TWR",1367,1364,2731
2014,3,"PANSA","Poznan - Lawica","EPPO","EPPO","TWR",648,649,1297
2014,3,"NATS (Continental)","DYCE / Aberdeen","EGPD","EGPD","TWR",2997,2995,5992
2014,3,"NATS (Continental)","GLASGOW","EGPF","EGPF","TWR",2946,2945,5891
2014,3,"NATS (Continental)","EDINBURGH","EGPH","EGPH","TWR",4099,4097,8196
2014,3,"NATS (Continental)","STANSTED / London","EGSS","EGSS","TWR",5690,5682,11372
2014,3,"LVNL","SCHIPHOL / Amsterdam","EHAM","EHAM","TWR",17492,17493,34985
2014,3,"LVNL","MAASTRICHT / Beek","EHBK","EHBK","TWR",500,503,1003
2014,3,"LVNL","EELDE / Groningen","EHGG","EHGG","TWR",591,588,1179
2014,3,"LVNL","ROTTERDAM","EHRD","EHRD","TWR",1177,1162,2339
2014,3,"IAA","CORK","EICK","EICK","TWR",843,836,1679
2014,3,"IAA","DUBLIN","EIDW","EIDW","TWR",6711,6709,13420
2014,3,"IAA","SHANNON / Limerick","EINN","EINN","TWR",723,720,1443
2014,3,"NAVIAIR","AARHUS","EKAH","EKAH","TWR",418,410,828
2014,3,"NAVIAIR","BILLUND","EKBI","EKBI","TWR",1611,1607,3218
2014,3,"NAVIAIR","KASTRUP / Copenhagen","EKCH","EKCH","TWR",10593,10611,21204
2014,3,"NAVIAIR","ESBJERG","EKEB","EKEB","TWR",391,389,780
2014,3,"NAVIAIR","ROSKILDE / Copenhagen","EKRK","EKRK","TWR",322,327,649
2014,3,"NAVIAIR","BORNHOLM RONNE / Ronne","EKRN","EKRN","TWR",203,199,402
2014,3,"NAVIAIR","SONDERBORG","EKSB","EKSB","AFIS",180,175,355
2014,3,"NAVIAIR","VAGAR","EKVG","EKVG","AFIS",98,99,197
2014,3,"ENAIRE","MADRID CUATRO VIENTOS","LEVS","LECU","TWR",85,89,174
2014,3,"ENAIRE","HUESCA","LEHC","LEHC","AFIS",1,1,2
2014,3,"ENAIRE","PALMA DE MALLORCA","LESJ","LESJ","TWR",20,26,46
2014,3,"ENAIRE","CUATRO VIENTOS","LEVS","LEVS","TWR",8,8,16
2014,3,"DSNA","Albert Bray","LFAQ","LFAQ","TWR",74,74,148
2014,3,"DSNA","LHERM / Muret","LFBR","LFBR","TWR",91,95,186
2014,3,"DSNA","PARENTIS/Biscarosse","LFBS","LFBS","TWR",29,36,65
2014,3,"DSNA","LASBORDES / Toulouse","LFCL","LFCL","TWR",23,69,92
2014,3,"DSNA","HABSHEIM / Mulhouse","LFGB","LFGB","TWR",6,12,18
2014,3,"NAV Portugal (Continental)","CASCAIS","LPCS","LPCS","TWR",102,113,215
2014,3,"Skyguide","ALPNACH","LSMA","LSMA","TWR",2,3,5
2014,3,"Skyguide","DUBENDORF","LSMD","LSMD","TWR",38,38,76
2014,3,"Skyguide","EMMEN / Luzern","LSME","LSME","TWR",32,19,51
2014,3,"Skyguide","MEIRINGEN","LSMM","LSMM","TWR",2,1,3
2014,3,"Skyguide","PAYERNE","LSMP","LSMP","TWR",19,25,44
2014,3,"DSNA","VATRY / Chalons","LFOK","LFOK","TWR",127,128,255
2014,3,"DSNA","MONDESIR / Etampes","LFOX","LFOX","TWR",3,1,4
2014,3,"DSNA","ISSY LES MOULINEAUX / Paris","LFPI","LFPI","TWR",0,1,1
2014,3,"DSNA","EMERAINVILLE/ Lognes","LFPL","LFPL","TWR",16,20,36
2014,3,"DSNA","VILLAROCHE / Melun","LFPM","LFPM","TWR",101,97,198
2014,3,"DSNA","SAINT CYR L'ECOLE","LFPZ","LFPZ","TWR",0,1,1
2014,3,"DSNA","BRIVE SOUILLAC","LFSL","LFSL","TWR",146,145,291
2014,3,"Belgocontrol","DEURNE / Antwerpen","EBAW","EBAW","TWR",604,612,1216
2014,3,"Belgocontrol","BRUSSELS NATL","EBBR","EBBR","TWR",8805,8772,17577
2014,3,"Belgocontrol","BRUSSELS SOUTH / Charleroi","EBCI","EBCI","TWR",1741,1756,3497
2014,3,"Belgocontrol","LIEGE / Bierset","EBLG","EBLG","TWR",1212,1209,2421
2014,3,"Belgocontrol","OOSTENDE","EBOS","EBOS","TWR",253,244,497
2014,3,"DFS","SCHONEFELD / Berlin","EDDB","EDDB","TWR",2745,2702,5447
2014,3,"DFS","DRESDEN","EDDC","EDDC","TWR",877,874,1751
2014,3,"DFS","ERFURT","EDDE","EDDE","TWR",186,180,366
2014,3,"DFS","FRANKFURT MAIN","EDDF","EDDF","TWR",19051,19049,38100
2014,3,"DFS","MUNSTER OSNABRUCK / Osnabruck","EDDG","EDDG","TWR",704,650,1354
2014,3,"DFS","HAMBURG","EDDH","EDDH","TWR",5804,5799,11603
2014,3,"DFS","KOLN BONN / Cologne","EDDK","EDDK","TWR",4457,4433,8890
2014,3,"DFS","DUSSELDORF","EDDL","EDDL","TWR",8179,8183,16362
2014,3,"DFS","MUNCHEN","EDDM","EDDM","TWR",15903,15902,31805
2014,3,"DFS","NURNBERG","EDDN","EDDN","TWR",2058,2027,4085
2014,3,"DFS","LEIPZIG HALLE","EDDP","EDDP","TWR",2382,2385,4767
2014,3,"DFS","SAARBRUCKEN","EDDR","EDDR","TWR",340,338,678
2014,3,"DFS","STUTTGART","EDDS","EDDS","TWR",4373,4387,8760
2014,3,"DFS","TEGEL / Berlin","EDDT","EDDT","TWR",7337,7335,14672
2014,3,"DFS","HANNOVER","EDDV","EDDV","TWR",2499,2493,4992
2014,3,"DFS","BREMEN","EDDW","EDDW","TWR",1394,1387,2781
2014,3,"Skyguide","Grenchen            ","LSZG","LSZG","TWR",253,253,506
2014,3,"DHMI","Kastamonu*          ","LTAL","LTAL","TWR",34,34,68
2014,3,"DHMI","Zonguldak","LTAS","LTAS","TWR",3,3,6
2014,3,"DHMI","KAPADOKYA","LTAZ","LTAZ","TWR",90,90,180
2014,3,"DHMI","Aydin*              ","LTBD","LTBD","TWR",2,2,4
2014,3,"DHMI","Usak","LTBO","LTBO","TWR",16,15,31
2014,3,"DHMI","YENISEHIR","LTBR","LTBR","TWR",133,133,266
2014,3,"DHMI","CORLU","LTBU","LTBU","TWR",92,94,186
2014,3,"DHMI","Manisa*             ","LTBZ","LTBZ","TWR",45,45,90
2014,3,"DHMI","ADIYAMAN","LTCP","LTCP","TWR",61,61,122
2014,3,"DHMI","SULEYMAN DEMIREL","LTFC","LTFC","TWR",138,139,277
2014,3,"DHMI","CARSAMBA","LTFH","LTFH","TWR",461,461,922
2014,3,"DHMI","Sabiha Gökçen","LTFJ","LTFJ","TWR",6424,6441,12865
2014,3,"SMATSA","Vrsac","LYVR","LYVR","TWR",13,15,28
2014,3,"ENAV","Torino Aeritalia    ","LIMA","LIMA","AFIS",11,11,22
2014,3,"ENAV","Venezia S Nicolo    ","LIPV","LIPV","AFIS",11,11,22
2014,3,"EANS","TALLINN / Tallinn","EETN","EETN","TWR",1384,1381,2765
2014,3,"EANS","TARTU","EETU","EETU","TWR",41,43,84
2014,3,"Finavia","ENONTEKIO","EFET","EFET","AFIS",6,6,12
2014,3,"Finavia","HALLI","EFHA","EFHA","TWR",5,4,9
2014,3,"Finavia","HELSINKI MALMI","EFHF","EFHF","TWR",26,26,52
2014,4,"PANSA","Wroclaw/Szymanow    ","EPWS","EPWS","AFIS",0,1,1
2014,4,"PANSA","Zielona Gora/Przylep","EPZP","EPZP","AFIS",3,4,7
2014,4,"LFV","UPPSALA","ESCM","ESCM","TWR",12,14,26
2014,4,"LFV","VIDSEL","ESPE","ESPE","TWR",2,2,4
2014,4,"LFV","SAAB / Linkoping","ESSL","ESSL","TWR",227,224,451
2014,4,"LFV","LJUNGBYHED","ESTL","ESTL","TWR",132,130,262
2014,4,"Avinor (Continental)","RYGGE / Moss","ENRY","ENRY","TWR",665,660,1325
2014,4,"PANSA","Warsaw/Babice","EPBC","EPBC","AFIS",49,47,96
2014,4,"PANSA","Bydgoszcz - Szwederowo","EPBY","EPBY","TWR",126,123,249
2014,4,"PANSA","Deblin              ","EPDE","EPDE","AFIS",10,16,26
2014,4,"PANSA","Jelenia Gora        ","EPJG","EPJG","AFIS",4,4,8
2014,4,"PANSA","Ketrzyn             ","EPKE","EPKE","AFIS",2,2,4
2014,4,"PANSA","Katowice/Muchowiec  ","EPKM","EPKM","AFIS",15,16,31
2014,4,"PANSA","Kamien Slaski       ","EPKN","EPKN","AFIS",5,6,11
2014,4,"PANSA","Pobiednik Wielki    ","EPKP","EPKP","AFIS",9,9,18
2014,4,"PANSA","Krzesiny","EPKS","EPKS","AFIS",15,14,29
2014,4,"PANSA","Lublin","EPLB","EPLB","TWR",70,66,136
2014,4,"PANSA","Lask                ","EPLK","EPLK","AFIS",19,21,40
2014,4,"PANSA","Leszno/Strzyzewice  ","EPLS","EPLS","AFIS",3,2,5
2014,4,"PANSA","Lubin               ","EPLU","EPLU","AFIS",6,9,15
2014,4,"PANSA","Malbork             ","EPMB","EPMB","AFIS",23,23,46
2014,4,"PANSA","Miroslawiec         ","EPMI","EPMI","AFIS",10,8,18
2014,4,"PANSA","Mielec              ","EPML","EPML","AFIS",32,32,64
2014,4,"PANSA","Minsk Mazowiecki    ","EPMM","EPMM","AFIS",24,23,47
2014,4,"PANSA","Warszawa-Modlin","EPMO","EPMO","TWR",524,523,1047
2014,4,"PANSA","Nowy Sacz/Lososina D","EPNL","EPNL","AFIS",1,1,2
2014,4,"PANSA","Oksywie             ","EPOK","EPOK","AFIS",18,15,33
2014,4,"PANSA","Poznan/Kobylnica    ","EPPK","EPPK","AFIS",3,3,6
2014,4,"PANSA","CEWICE","EPCE","EPCE","AFIS",15,16,31
2014,4,"SAKAERONAVIGATSIA","KUTAISI","UGKO","UGKO","TWR",92,94,186
2014,4,"UkSATSE","Mariupol","UKCM","UKCM","TWR",7,7,14
2014,4,"UkSATSE","ZHYTOMIR","UKKO","UKKO","TWR",3,1,4
2014,4,"ENAIRE","LOGRONO","LERJ","LERJ","TWR",24,24,48
2014,4,"LFV","ANGELHOLM","ESTA","ESTA","TWR",282,284,566
2014,4,"ARMATS","Shirak","UDSG","UDSG","TWR",14,14,28
2014,4,"ARMATS","Zvartnots","UDYZ","UDYZ","TWR",819,822,1641
2014,4,"SAKAERONAVIGATSIA","BATUMI","UGSB","UGSB","TWR",89,90,179
2014,4,"Skyguide","BUOCHS","LSZC","LSZC","TWR",54,79,133
2014,4,"PANSA","","EPRU","EPRU","AFIS",6,9,15
2014,4,"SAKAERONAVIGATSIA","TBILISI","UGTB","UGTB","TWR",782,780,1562
2014,4,"HCAA","KALYMNOS","LGKY","LGKY","AFIS",69,68,137
2014,4,"LFV","ARE OSTERSUND","ESNZ","ESNZ","TWR",361,364,725
2014,4,"DHMI","Sanliurfa GAP","LTCS","LTCS","TWR",215,213,428
2014,4,"DHMI","Hatai","LTDA","LTDA","TWR",339,342,681
2014,4,"DHMI","ANTALYA GAZIPASA INTERNATIONAL","LTFG","LTFG","TWR",156,156,312
2014,4,"ENAIRE","Lleida/Alguaire","LEDA","LEDA","TWR",16,18,34
2014,4,"DHMI","IGDIR","LTCT","LTCT","TWR",62,63,125
2014,4,"DHMI","BINGOL","LTCU","LTCU","TWR",46,46,92
2014,4,"DHMI","SIRNAK","LTCV","LTCV","TWR",84,81,165
2014,4,"DHMI","ELAZIG","LTCA","LTCA","TWR",278,278,556
2014,4,"DHMI","ERZINCAN","LTCD","LTCD","TWR",100,101,201
2014,4,"DHMI","ERZURUM","LTCE","LTCE","TWR",295,297,592
2014,4,"DHMI","KARS","LTCF","LTCF","TWR",109,109,218
2014,4,"DHMI","TRABZON","LTCG","LTCG","TWR",881,876,1757
2014,4,"DHMI","VAN","LTCI","LTCI","TWR",339,343,682
2014,4,"DHMI","MUS","LTCK","LTCK","TWR",89,90,179
2014,4,"DHMI","SIIRT","LTCL","LTCL","TWR",14,14,28
2014,4,"DHMI","Sinop","LTCM","LTCM","TWR",39,39,78
2014,4,"DHMI","KAHRAMANMARAS","LTCN","LTCN","TWR",79,78,157
2014,4,"DHMI","AGRI","LTCO","LTCO","TWR",74,73,147
2014,4,"DHMI","MARDIN","LTCR","LTCR","TWR",155,154,309
2014,4,"DHMI","EDREMIT KORFEZ","LTFD","LTFD","TWR",110,109,219
2014,4,"DHMI","MILAS BODRUM","LTFE","LTFE","TWR",728,715,1443
2014,4,"MoldATSA","CHISINAU","LUKK","LUKK","TWR",716,718,1434
2014,4,"M-NAV","OHRID","LWOH","LWOH","TWR",13,11,24
2014,4,"M-NAV","SKOPJE","LWSK","LWSK","TWR",541,543,1084
2014,4,"NATS (Continental)","Gibraltar","LXGB","LXGB","TWR",146,142,288
2014,4,"SMATSA","Surcin-Beograd","LYBE","LYBE","TWR",2463,2461,4924
2014,4,"SMATSA","Beograd/Batajnica","LYBT","LYBT","TWR",2,2,4
2014,4,"SMATSA","Nis","LYNI","LYNI","TWR",9,9,18
2014,4,"SMATSA","Podgorica","LYPG","LYPG","TWR",384,384,768
2014,4,"SMATSA","Tivat","LYTV","LYTV","TWR",232,231,463
2014,4,"LPS","M R STEFANIK / Bratislava","LZIB","LZIB","TWR",660,664,1324
2014,4,"LPS","KOSICE","LZKZ","LZKZ","TWR",216,218,434
2014,4,"LPS","PIESTANY","LZPP","LZPP","TWR",16,16,32
2014,4,"LPS","SLIAC","LZSL","LZSL","TWR",19,19,38
2014,4,"LPS","TATRY","LZTT","LZTT","TWR",29,29,58
2014,4,"LPS","ZILINA","LZZI","LZZI","TWR",16,17,33
2014,4,"UkSATSE","Mokraya / Zaporizhzhia","UKDE","UKDE","TWR",72,73,145
2014,4,"UkSATSE","Lozuvatka / Kryvyi RIH","UKDR","UKDR","TWR",16,20,36
2014,4,"UkSATSE","Osnova / Kharkiv","UKHH","UKHH","TWR",245,238,483
2014,4,"UkSATSE","Poltava             ","UKHP","UKHP","TWR",4,4,8
2014,4,"UkSATSE","Kirovograd          ","UKKG","UKKG","TWR",29,27,56
2014,4,"UkSATSE","Zhulyany / Kyiv","UKKK","UKKK","TWR",1015,1016,2031
2014,4,"UkSATSE","Ivano-Frankovsk","UKLI","UKLI","TWR",35,35,70
2014,4,"UkSATSE","Lvov                ","UKLL","UKLL","TWR",298,300,598
2014,4,"UkSATSE","Chernivtsi","UKLN","UKLN","TWR",10,9,19
2014,4,"UkSATSE","Dnipropetrovsk","UKDD","UKDD","TWR",368,374,742
2014,4,"UkSATSE","BORYSPIL/ Kyiv","UKBB","UKBB","TWR",2755,2771,5526
2014,4,"UkSATSE","Donetsk             ","UKCC","UKCC","TWR",544,544,1088
2014,4,"UkSATSE","Luhansk","UKCW","UKCW","TWR",31,35,66
2014,4,"UkSATSE","Rivne","UKLR","UKLR","TWR",7,7,14
2014,4,"UkSATSE","Ternopil","UKLT","UKLT","TWR",1,1,2
2014,4,"UkSATSE","Uzhgorod            ","UKLU","UKLU","TWR",30,30,60
2014,4,"UkSATSE","Kherson             ","UKOH","UKOH","TWR",2,2,4
